day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-04,1,88,113,14077,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Edward Theuns,LIDL-TREK,1991-04-30,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-04,1,43,114,14077,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Vito Braet,INTERMARCHÉ - WANTY,2000-11-02,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-04,1,75,115,14084,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Laurence Pithie,RED BULL - BORA - HANSGROHE,2002-07-17,NZL,New Zealand,Oceania,GER,Germany,Europe
2025-07-04,1,82,116,14084,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Simone Consonni,LIDL-TREK,1994-09-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-04,1,22,117,14099,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Mattia Cattaneo,SOUDAL QUICK-STEP,1990-10-25,ITA,Italy,Europe,BEL,Belgium,Europe
2025-07-04,1,14,118,14110,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-04,1,16,119,14030,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Sepp Kuss,TEAM VISMA | LEASE A BIKE,1994-09-13,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-04,1,74,120,14125,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Gianni Moscon,RED BULL - BORA - HANSGROHE,1994-04-20,ITA,Italy,Europe,GER,Germany,Europe
2025-07-04,1,76,121,14125,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Mick Van Dijke,RED BULL - BORA - HANSGROHE,2000-03-15,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-04,1,164,122,14125,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Ion Izagirre,COFIDIS,1989-02-04,ESP,Spain,Europe,FRA,France,Europe
2025-07-04,1,6,123,14137,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Marc Soler,UAE TEAM EMIRATES XRG,1993-11-22,ESP,Spain,Europe,UAE,United Arab Emirates,Asia
2025-07-04,1,53,124,14137,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Kamil Gradek,BAHRAIN VICTORIOUS,1990-09-17,POL,Poland,Europe,BRN,Bahrain,Asia
2025-07-04,1,4,125,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Nils Politt,UAE TEAM EMIRATES XRG,1994-03-06,GER,Germany,Europe,UAE,United Arab Emirates,Asia
2025-07-04,1,227,126,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Andreas Leknessund,UNO-X MOBILITY,1999-05-21,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-04,1,226,127,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Anders Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-04,1,96,128,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Quentin Pacher,GROUPAMA-FDJ,1992-01-06,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,171,129,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Harold Tejada,XDS ASTANA TEAM,1997-04-27,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-04,1,152,130,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Bruno Armirail,DECATHLON AG2R LA MONDIALE TEAM,1994-04-11,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,215,131,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Sébastien Grignard,LOTTO,1999-04-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-04,1,136,132,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Mathis Le Berre,ARKEA-B&B HOTELS,2001-04-16,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,62,133,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Thymen Arensman,INEOS GRENADIERS,1999-12-04,NED,"Netherlands, Kingdom of the",Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-04,1,46,134,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Jonas Rutsch,INTERMARCHÉ - WANTY,1998-01-24,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-04,1,216,135,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-04,1,48,136,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Georg Zimmermann,INTERMARCHÉ - WANTY,1997-10-11,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-04,1,146,137,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Gregor Mühlberger,MOVISTAR TEAM,1994-04-04,AUT,Austria,Europe,ESP,Spain,Europe
2025-07-04,1,167,138,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Benjamin Thomas,COFIDIS,1995-09-12,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,148,139,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Einer Rubio Reyes,MOVISTAR TEAM,1998-02-22,COL,Colombia,South America,ESP,Spain,Europe
2025-07-04,1,137,140,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Cristian Rodriguez,ARKEA-B&B HOTELS,1995-03-03,ESP,Spain,Europe,FRA,France,Europe
2025-07-04,1,198,141,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Frank Van Den Broek,TEAM PICNIC POSTNL,2000-12-28,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-04,1,84,142,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Quinn Simmons,LIDL-TREK,2001-05-08,USA,United States of America,North America,USA,United States of America,North America
2025-07-04,1,197,143,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Tim Naberman,TEAM PICNIC POSTNL,1999-05-11,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-04,1,176,144,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Sergio Higuita,XDS ASTANA TEAM,1997-08-01,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-04,1,174,145,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Clément Champoussin,XDS ASTANA TEAM,1998-05-29,FRA,France,Europe,KAZ,Kazakhstan,Asia
2025-07-04,1,45,146,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Laurenz Rex,INTERMARCHÉ - WANTY,1999-12-15,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-04,1,143,147,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Pablo Castrillo Zapater,MOVISTAR TEAM,2001-01-02,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-04,1,135,148,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Raul Garcia Pierna,ARKEA-B&B HOTELS,2001-02-23,ESP,Spain,Europe,FRA,France,Europe
2025-07-04,1,94,149,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Romain Gregoire,GROUPAMA-FDJ,2003-01-21,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,133,150,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Ewen Costiou,ARKEA-B&B HOTELS,2002-11-10,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,25,151,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Valentin Paret Peintre,SOUDAL QUICK-STEP,2001-01-14,FRA,France,Europe,BEL,Belgium,Europe
2025-07-04,1,185,152,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Emilien Jeanniere,TOTALENERGIES,1998-09-26,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,117,153,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Michael Storer,TUDOR PRO CYCLING TEAM,1997-02-28,AUS,Australia,Oceania,SUI,Switzerland,Europe
2025-07-04,1,122,154,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Edward Dunbar,TEAM JAYCO ALULA,1996-09-01,IRL,Ireland,Europe,AUS,Australia,Oceania
2025-07-04,1,5,155,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Pavel Sivakov,UAE TEAM EMIRATES XRG,1997-07-11,FRA,France,Europe,UAE,United Arab Emirates,Asia
2025-07-04,1,8,156,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Adam Yates,UAE TEAM EMIRATES XRG,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,UAE,United Arab Emirates,Asia
2025-07-04,1,108,157,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Emiel Verstrynge,ALPECIN-DECEUNINCK,2002-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-04,1,208,158,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Jake Stewart,ISRAEL - PREMIER TECH,1999-10-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-04,1,206,159,14309,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-04,1,121,160,13991,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-04,1,128,161,14318,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-04,1,38,162,13991,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Marijn Van Den Berg,EF EDUCATION - EASYPOST,1999-07-19,NED,"Netherlands, Kingdom of the",Europe,USA,United States of America,North America
2025-07-04,1,123,163,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Luke Durbridge,TEAM JAYCO ALULA,1991-04-09,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-04,1,18,164,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Simon Yates,TEAM VISMA | LEASE A BIKE,1992-08-07,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-04,1,65,165,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Axel Laurance,INEOS GRENADIERS,2001-04-13,FRA,France,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-04,1,102,166,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Silvan Dillier,ALPECIN-DECEUNINCK,1990-08-03,SUI,Switzerland,Europe,BEL,Belgium,Europe
2025-07-04,1,201,167,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Michael Woods,ISRAEL - PREMIER TECH,1986-10-12,CAN,Canada,North America,ISR,Israel,Asia
2025-07-04,1,178,168,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Simone Velasco,XDS ASTANA TEAM,1995-12-02,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-04,1,26,169,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Maximilian Schachmann,SOUDAL QUICK-STEP,1994-01-09,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-04,1,126,170,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Luke Plapp,TEAM JAYCO ALULA,2000-12-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-04,1,175,171,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Yevgeniy Fedorov,XDS ASTANA TEAM,2000-02-16,KAZ,Kazakhstan,Asia,KAZ,Kazakhstan,Asia
2025-07-04,1,173,172,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Cees Bol,XDS ASTANA TEAM,1995-07-27,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-04,1,111,173,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Julian Alaphilippe,TUDOR PRO CYCLING TEAM,1992-06-11,FRA,France,Europe,SUI,Switzerland,Europe
2025-07-04,1,47,174,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Roel Van Sintmaartensdijk,INTERMARCHÉ - WANTY,2001-05-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-04,1,42,175,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Louis Barre,INTERMARCHÉ - WANTY,2000-04-06,FRA,France,Europe,BEL,Belgium,Europe
2025-07-04,1,147,176,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-04,1,142,177,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,William Barta,MOVISTAR TEAM,1996-01-04,USA,United States of America,North America,ESP,Spain,Europe
2025-07-04,1,182,178,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Mathieu Burgaudeau,TOTALENERGIES,1998-11-17,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,188,179,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Matteo Vercher,TOTALENERGIES,2001-01-26,FRA,France,Europe,FRA,France,Europe
2025-07-04,1,83,180,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-04,1,92,181,14382,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Lewis Askey,GROUPAMA-FDJ,2001-05-04,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,FRA,France,Europe
2025-07-04,1,55,182,14542,0,0,Barcelona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,19,team time-trial,Lenny Martinez,BAHRAIN VICTORIOUS,2003-07-11,FRA,France,Europe,BRN,Bahrain,Asia
2025-07-05,2,106,1,17141,10,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Mathieu Van Der Poel,ALPECIN-DECEUNINCK,1995-01-19,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-05,2,1,2,17141,6,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Tadej Pogacar,UAE TEAM EMIRATES XRG,1998-09-21,SLO,Slovenia,Europe,UAE,United Arab Emirates,Asia
2025-07-05,2,11,3,17141,4,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Jonas Vingegaard,TEAM VISMA | LEASE A BIKE,1996-12-10,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-05,2,94,4,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Romain Gregoire,GROUPAMA-FDJ,2003-01-21,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,111,5,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Julian Alaphilippe,TUDOR PRO CYCLING TEAM,1992-06-11,FRA,France,Europe,SUI,Switzerland,Europe
2025-07-05,2,191,6,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Oscar Onley,TEAM PICNIC POSTNL,2002-10-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-05,2,156,7,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Aurélien Paret Peintre,DECATHLON AG2R LA MONDIALE TEAM,1996-02-27,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,131,8,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Kévin Vauquelin,ARKEA-B&B HOTELS,2001-04-26,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,178,9,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Simone Velasco,XDS ASTANA TEAM,1995-12-02,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-05,2,212,10,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Jenno Berckmoes,LOTTO,2001-02-04,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-05,2,183,11,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Alexandre Delettre,TOTALENERGIES,1997-10-25,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,141,12,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Enric Mas,MOVISTAR TEAM,1995-01-07,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-05,2,51,13,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Santiago Buitrago,BAHRAIN VICTORIOUS,1999-09-26,COL,Colombia,South America,BRN,Bahrain,Asia
2025-07-05,2,114,14,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Marc Hirschi,TUDOR PRO CYCLING TEAM,1998-08-24,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-05,2,2,15,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Joao Almeida,UAE TEAM EMIRATES XRG,1998-08-05,POR,Portugal,Europe,UAE,United Arab Emirates,Asia
2025-07-05,2,91,16,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Guillaume Martin Guyonnet,GROUPAMA-FDJ,1993-06-09,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,21,17,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Remco Evenepoel,SOUDAL QUICK-STEP,2000-01-25,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-05,2,15,18,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Matteo Jorgenson,TEAM VISMA | LEASE A BIKE,1999-07-01,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
2025-07-05,2,35,19,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Neilson Powless,EF EDUCATION - EASYPOST,1996-09-03,USA,United States of America,North America,USA,United States of America,North America
2025-07-05,2,161,20,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Emanuel Buchmann,COFIDIS,1992-11-18,GER,Germany,Europe,FRA,France,Europe
2025-07-05,2,151,21,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Félix Gall,DECATHLON AG2R LA MONDIALE TEAM,1998-02-27,AUT,Austria,Europe,FRA,France,Europe
2025-07-05,2,71,22,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Primoz Roglic,RED BULL - BORA - HANSGROHE,1989-10-29,SLO,Slovenia,Europe,GER,Germany,Europe
2025-07-05,2,85,23,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Mattias Skjelmose,LIDL-TREK,2000-09-26,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-05,2,72,24,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Florian Lipowitz,RED BULL - BORA - HANSGROHE,2000-09-21,GER,Germany,Europe,GER,Germany,Europe
2025-07-05,2,206,25,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-05,2,96,26,17141,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Quentin Pacher,GROUPAMA-FDJ,1992-01-06,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,101,27,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Jasper Philipsen,ALPECIN-DECEUNINCK,1998-03-02,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-05,2,203,28,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Joseph Blackmore,ISRAEL - PREMIER TECH,2003-02-23,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,ISR,Israel,Asia
2025-07-05,2,171,29,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Harold Tejada,XDS ASTANA TEAM,1997-04-27,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-05,2,153,30,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Clément Berthet,DECATHLON AG2R LA MONDIALE TEAM,1997-08-02,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,66,31,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Carlos Rodriguez,INEOS GRENADIERS,2001-02-02,ESP,Spain,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-05,2,137,32,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Cristian Rodriguez,ARKEA-B&B HOTELS,1995-03-03,ESP,Spain,Europe,FRA,France,Europe
2025-07-05,2,221,33,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Tobias Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-05,2,166,34,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Dylan Teuns,COFIDIS,1992-03-01,BEL,Belgium,Europe,FRA,France,Europe
2025-07-05,2,182,35,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Mathieu Burgaudeau,TOTALENERGIES,1998-11-17,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,54,36,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Jack Haig,BAHRAIN VICTORIOUS,1993-09-06,AUS,Australia,Oceania,BRN,Bahrain,Asia
2025-07-05,2,61,37,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Geraint Thomas,INEOS GRENADIERS,1986-05-25,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-05,2,128,38,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-05,2,181,39,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Steff Cras,TOTALENERGIES,1996-02-13,BEL,Belgium,Europe,FRA,France,Europe
2025-07-05,2,58,40,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Fred Wright,BAHRAIN VICTORIOUS,1999-06-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,BRN,Bahrain,Asia
2025-07-05,2,186,41,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Jordan Jegat,TOTALENERGIES,1999-06-07,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,95,42,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Valentin Madouas,GROUPAMA-FDJ,1996-07-12,FRA,France,Europe,FRA,France,Europe
2025-07-05,2,121,43,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-05,2,16,44,17172,0,0,Tarragona,ESP,Spain,Europe,Barcelona,ESP,Spain,Europe,182,hilly,Sepp Kuss,TEAM VISMA | LEASE A BIKE,1994-09-13,USA,United States of America,North America,NED,"Netherlands, Kingdom of the",Europe
